,age,occupation,marital,education,housing_loan,personal_loan,contact,month,day,duration,contact_freq,days_passed,contact_bef,prev_outcome,emp_var_rate,cpi_index,cci_index,e3m,employees,subscription,prev_part
27505,50,technician,married,university.degree,no,no,cellular,nov,fri,302.0,2,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no,0
27506,57,admin.,married,high.school,yes,no,cellular,nov,fri,41.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27507,37,self-employed,married,university.degree,no,no,telephone,nov,fri,39.0,9,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27508,35,admin.,single,university.degree,no,no,cellular,nov,fri,360.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27509,37,unemployed,single,university.degree,yes,no,cellular,nov,fri,230.0,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27510,51,admin.,divorced,basic.9y,yes,no,cellular,nov,fri,155.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27511,54,technician,single,high.school,yes,no,cellular,nov,fri,32.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27512,30,entrepreneur,divorced,high.school,no,no,telephone,nov,fri,61.0,3,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no,0
27513,34,technician,married,professional.course,yes,no,cellular,nov,fri,251.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27516,46,technician,married,professional.course,no,no,cellular,nov,fri,38.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27517,31,admin.,single,university.degree,yes,no,cellular,nov,fri,36.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27518,43,housemaid,married,basic.4y,no,no,cellular,nov,fri,165.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27520,56,admin.,divorced,university.degree,yes,no,cellular,nov,fri,11.0,5,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27521,46,technician,married,professional.course,no,yes,cellular,nov,fri,98.0,5,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27523,53,admin.,divorced,high.school,yes,yes,telephone,nov,fri,544.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27525,53,blue-collar,married,basic.4y,no,no,cellular,nov,fri,122.0,3,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no,0
27526,48,technician,married,professional.course,yes,yes,cellular,nov,fri,695.0,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27527,31,admin.,single,high.school,yes,no,cellular,nov,fri,369.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27528,44,entrepreneur,married,university.degree,no,no,cellular,nov,fri,88.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27529,47,admin.,married,basic.9y,yes,no,telephone,nov,fri,64.0,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27531,36,admin.,single,high.school,yes,no,cellular,nov,fri,90.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27532,32,management,single,university.degree,yes,yes,cellular,nov,fri,164.0,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27533,40,management,married,university.degree,no,no,cellular,nov,fri,147.0,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27534,53,retired,married,high.school,no,no,cellular,nov,fri,268.0,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27535,37,self-employed,married,university.degree,no,no,cellular,nov,fri,169.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27536,30,student,single,university.degree,no,no,cellular,nov,fri,585.0,4,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no,0
27537,49,admin.,married,high.school,yes,no,cellular,nov,fri,36.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27538,53,management,married,university.degree,yes,no,cellular,nov,fri,129.0,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27539,37,management,married,university.degree,yes,no,cellular,nov,fri,33.0,8,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27540,42,self-employed,married,university.degree,yes,no,cellular,nov,fri,888.0,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27541,56,admin.,married,university.degree,no,no,cellular,nov,fri,808.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,yes,0
27542,43,technician,married,professional.course,no,no,cellular,nov,fri,14.0,9,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27543,51,housemaid,married,high.school,no,yes,cellular,nov,fri,305.0,6,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27544,44,technician,single,professional.course,yes,no,cellular,nov,fri,18.0,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27546,44,admin.,married,university.degree,no,no,cellular,nov,fri,77.0,5,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27548,56,admin.,married,basic.4y,yes,no,cellular,nov,fri,382.0,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27551,52,blue-collar,married,basic.9y,no,no,cellular,nov,fri,13.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27552,51,blue-collar,married,basic.9y,no,no,cellular,nov,fri,1032.0,10,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no,0
27553,30,admin.,single,high.school,no,yes,cellular,nov,fri,64.0,2,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no,0
27554,48,admin.,married,university.degree,no,no,cellular,nov,fri,634.0,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27555,34,admin.,married,university.degree,yes,no,cellular,nov,fri,138.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27556,47,management,married,high.school,yes,yes,cellular,nov,fri,225.0,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27557,42,services,divorced,high.school,yes,no,cellular,nov,fri,855.0,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27558,30,admin.,single,university.degree,no,no,cellular,nov,fri,258.0,2,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no,0
27559,46,technician,married,professional.course,yes,yes,cellular,nov,fri,484.0,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27560,51,technician,married,professional.course,yes,no,cellular,nov,fri,229.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27561,43,technician,married,university.degree,yes,no,cellular,nov,fri,330.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27562,33,admin.,married,university.degree,yes,no,cellular,nov,fri,41.0,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27563,29,admin.,single,university.degree,yes,yes,cellular,nov,fri,1222.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,yes,0
27564,53,blue-collar,married,basic.9y,no,no,cellular,nov,fri,395.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27565,58,management,divorced,university.degree,yes,no,telephone,nov,fri,39.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27566,54,admin.,divorced,high.school,no,no,cellular,nov,fri,639.0,2,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no,0
27567,53,retired,married,high.school,yes,no,cellular,nov,fri,711.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27568,47,admin.,single,high.school,no,no,telephone,nov,fri,178.0,5,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27570,37,unemployed,single,university.degree,no,yes,cellular,nov,fri,104.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27571,43,blue-collar,married,professional.course,no,yes,cellular,nov,fri,432.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27572,50,services,single,high.school,yes,no,cellular,nov,fri,1195.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27573,48,blue-collar,married,basic.4y,yes,no,cellular,nov,fri,168.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27574,34,admin.,single,university.degree,no,no,cellular,nov,fri,229.0,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27575,56,unemployed,married,basic.9y,yes,yes,cellular,nov,fri,322.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27576,57,admin.,married,university.degree,no,no,cellular,nov,fri,127.0,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27577,47,admin.,married,university.degree,yes,no,cellular,nov,fri,59.0,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27578,59,technician,single,professional.course,yes,no,cellular,nov,fri,246.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27579,47,admin.,married,high.school,yes,no,cellular,nov,fri,140.0,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27581,53,admin.,married,high.school,no,no,cellular,nov,fri,11.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27582,57,self-employed,married,university.degree,yes,no,cellular,nov,fri,208.0,3,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no,0
27583,44,blue-collar,married,basic.6y,yes,no,cellular,nov,fri,358.0,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27585,41,technician,married,professional.course,no,no,cellular,nov,fri,407.0,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27586,41,technician,single,university.degree,no,no,cellular,nov,fri,903.0,3,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no,0
27588,48,admin.,married,university.degree,no,no,cellular,nov,fri,66.0,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27589,52,admin.,divorced,high.school,yes,no,cellular,nov,fri,127.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27590,30,admin.,single,university.degree,no,no,cellular,nov,fri,331.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,yes,0
27591,30,technician,single,university.degree,no,no,cellular,nov,fri,307.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27592,45,admin.,single,university.degree,no,no,cellular,nov,fri,27.0,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27593,56,retired,married,basic.4y,no,no,cellular,nov,fri,163.0,2,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no,0
27595,49,unemployed,single,high.school,yes,no,telephone,nov,fri,136.0,2,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no,0
27596,31,technician,married,professional.course,yes,no,cellular,nov,fri,95.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27597,58,admin.,married,basic.4y,no,no,cellular,nov,fri,505.0,7,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27598,49,blue-collar,married,university.degree,no,no,cellular,nov,fri,170.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27599,32,technician,single,university.degree,yes,yes,cellular,nov,fri,1162.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27600,48,unemployed,divorced,professional.course,yes,no,telephone,nov,fri,122.0,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27601,35,admin.,divorced,university.degree,yes,no,cellular,nov,fri,72.0,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27602,57,technician,married,professional.course,yes,no,cellular,nov,fri,294.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27604,53,blue-collar,married,basic.4y,yes,no,cellular,nov,fri,15.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27605,30,blue-collar,single,university.degree,yes,no,cellular,nov,fri,7.0,5,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27606,58,admin.,married,university.degree,yes,no,cellular,nov,fri,21.0,7,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27607,29,admin.,single,university.degree,yes,no,cellular,nov,fri,118.0,2,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no,0
27608,47,admin.,married,high.school,no,no,cellular,nov,fri,21.0,3,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no,0
27609,30,self-employed,single,university.degree,no,no,telephone,nov,fri,345.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27610,48,admin.,divorced,university.degree,yes,no,cellular,nov,fri,96.0,3,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no,0
27611,52,unemployed,married,university.degree,yes,no,cellular,nov,fri,211.0,7,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no,0
27612,50,admin.,married,university.degree,yes,no,cellular,nov,fri,73.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27613,37,self-employed,married,university.degree,yes,no,cellular,nov,fri,6.0,5,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27614,55,entrepreneur,divorced,university.degree,no,no,cellular,nov,fri,110.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27615,58,retired,divorced,professional.course,yes,no,cellular,nov,fri,321.0,3,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no,0
27617,37,self-employed,married,university.degree,yes,no,cellular,nov,fri,56.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27618,53,unemployed,single,basic.9y,no,no,cellular,nov,fri,125.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27620,29,self-employed,single,university.degree,yes,no,cellular,nov,fri,328.0,4,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no,0
27621,51,management,married,university.degree,no,yes,telephone,nov,fri,13.0,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27622,55,management,married,university.degree,no,yes,cellular,nov,fri,296.0,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27623,37,self-employed,married,university.degree,yes,no,cellular,nov,fri,48.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27624,30,unemployed,married,professional.course,yes,no,telephone,nov,fri,77.0,5,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27625,42,admin.,married,high.school,yes,no,cellular,nov,fri,8.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27626,41,admin.,married,university.degree,no,no,cellular,nov,fri,182.0,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27627,37,entrepreneur,married,university.degree,yes,no,cellular,nov,fri,12.0,5,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no,0
27630,51,admin.,married,high.school,yes,no,cellular,nov,fri,9.0,5,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27631,46,admin.,divorced,university.degree,no,no,telephone,nov,fri,11.0,7,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27632,43,technician,married,university.degree,no,no,cellular,nov,fri,24.0,9,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27633,50,technician,married,university.degree,yes,no,cellular,nov,fri,175.0,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27635,29,blue-collar,single,basic.6y,no,no,telephone,nov,fri,69.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27636,44,self-employed,divorced,professional.course,no,no,cellular,nov,fri,37.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27637,33,admin.,single,professional.course,yes,no,telephone,nov,fri,240.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27638,35,blue-collar,married,basic.9y,yes,no,cellular,nov,fri,11.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27640,49,entrepreneur,married,university.degree,yes,no,cellular,nov,fri,13.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27642,40,management,married,university.degree,no,no,cellular,nov,fri,234.0,5,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no,0
27643,31,technician,single,university.degree,yes,yes,telephone,nov,fri,30.0,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27644,35,self-employed,married,university.degree,no,no,cellular,nov,fri,8.0,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27645,45,technician,single,university.degree,no,no,cellular,nov,fri,80.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27646,31,unemployed,single,basic.4y,no,no,cellular,nov,fri,12.0,8,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27647,31,admin.,single,university.degree,no,no,cellular,nov,fri,85.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27648,34,services,single,basic.9y,yes,no,cellular,nov,fri,143.0,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27649,36,self-employed,married,basic.9y,yes,yes,cellular,nov,fri,14.0,7,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27651,40,admin.,single,university.degree,yes,yes,cellular,nov,fri,12.0,10,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27654,50,retired,single,university.degree,no,no,cellular,nov,fri,51.0,5,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no,0
27655,56,services,single,high.school,yes,yes,cellular,nov,fri,12.0,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27656,37,admin.,single,university.degree,yes,yes,cellular,nov,fri,33.0,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27658,50,admin.,divorced,university.degree,yes,no,cellular,nov,fri,72.0,3,1,2,success,-0.1,93.2,-42.0,4.021,5195.8,no,1
27660,32,management,married,university.degree,yes,yes,cellular,nov,fri,1067.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27661,42,admin.,divorced,university.degree,yes,no,cellular,nov,fri,10.0,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27663,49,blue-collar,married,basic.9y,no,no,cellular,nov,fri,273.0,5,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27664,51,blue-collar,married,high.school,no,no,cellular,nov,fri,11.0,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27665,55,management,married,basic.9y,no,no,cellular,nov,fri,189.0,2,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no,0
27666,48,admin.,married,university.degree,no,no,cellular,nov,fri,61.0,7,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no,0
27667,39,management,married,university.degree,yes,no,telephone,nov,fri,10.0,7,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27668,40,technician,married,university.degree,yes,no,telephone,nov,fri,10.0,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27670,39,self-employed,married,professional.course,no,no,telephone,nov,fri,47.0,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27672,41,technician,married,university.degree,yes,yes,cellular,nov,fri,38.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27673,32,admin.,married,high.school,no,no,cellular,nov,fri,219.0,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0
27674,34,admin.,married,university.degree,no,no,telephone,nov,fri,205.0,3,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no,0
27676,38,technician,married,professional.course,yes,yes,telephone,nov,wed,49.0,1,999,0,nonexistent,-0.1,93.2,-42.0,3.9010000000000002,5195.8,no,0
27677,32,unemployed,single,high.school,no,yes,telephone,nov,thu,114.0,1,999,0,nonexistent,-0.1,93.2,-42.0,3.8789999999999996,5195.8,no,0
27678,46,entrepreneur,single,professional.course,yes,no,telephone,nov,thu,8.0,1,999,0,nonexistent,-0.1,93.2,-42.0,3.8789999999999996,5195.8,no,0
27679,27,admin.,single,high.school,yes,no,telephone,nov,fri,24.0,1,999,0,nonexistent,-0.1,93.2,-42.0,3.853,5195.8,no,0
27680,31,admin.,single,high.school,yes,no,telephone,dec,mon,36.0,1,999,0,nonexistent,-0.2,92.756,-45.9,3.8160000000000003,5176.3,no,0
27681,39,housemaid,married,basic.4y,yes,no,telephone,dec,wed,11.0,1,999,1,failure,-0.2,92.756,-45.9,3.7430000000000003,5176.3,no,0
27682,41,technician,divorced,professional.course,no,yes,cellular,dec,thu,18.0,1,999,0,nonexistent,-0.2,92.756,-45.9,3.6689999999999996,5176.3,no,0
27683,37,admin.,married,high.school,yes,no,telephone,dec,fri,12.0,1,999,0,nonexistent,-0.2,92.756,-45.9,3.563,5176.3,no,0
27684,48,admin.,married,high.school,yes,yes,telephone,dec,fri,291.0,1,999,0,nonexistent,-0.2,92.756,-45.9,3.563,5176.3,no,0
27685,51,blue-collar,married,basic.4y,yes,yes,telephone,dec,mon,170.0,1,999,0,nonexistent,-0.2,92.756,-45.9,3.488,5176.3,no,0
27686,39,technician,married,professional.course,yes,no,telephone,dec,tue,183.0,1,999,0,nonexistent,-0.2,92.756,-45.9,3.428,5176.3,no,0
27687,36,blue-collar,married,high.school,yes,no,cellular,dec,thu,234.0,1,999,0,nonexistent,-0.2,92.756,-45.9,3.3289999999999997,5176.3,no,0
27688,55,unemployed,divorced,professional.course,no,no,telephone,dec,fri,136.0,1,999,0,nonexistent,-0.2,92.756,-45.9,3.282,5176.3,no,0
27689,44,blue-collar,married,basic.4y,yes,yes,telephone,dec,mon,119.0,1,999,0,nonexistent,-0.2,92.756,-45.9,3.053,5176.3,yes,0
27690,26,student,single,basic.9y,yes,no,cellular,mar,mon,712.0,4,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,yes,0
27691,38,admin.,single,university.degree,yes,no,cellular,mar,mon,111.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,yes,0
27692,26,student,single,basic.9y,no,no,cellular,mar,mon,42.0,4,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,no,0
27693,26,student,single,basic.9y,yes,no,telephone,mar,mon,169.0,4,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,no,0
27694,30,management,married,university.degree,yes,no,telephone,mar,mon,213.0,7,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,no,0
27695,26,student,single,basic.9y,yes,yes,cellular,mar,mon,78.0,4,999,1,failure,-1.8,92.84299999999999,-50.0,1.811,5099.1,no,0
27696,28,technician,single,university.degree,yes,no,cellular,mar,mon,76.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,no,0
27697,35,admin.,married,university.degree,yes,no,cellular,mar,mon,378.0,4,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,yes,0
27698,30,management,married,university.degree,no,no,cellular,mar,mon,116.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,yes,0
27699,48,admin.,married,basic.6y,no,no,telephone,mar,mon,139.0,5,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,no,0
27700,26,admin.,married,university.degree,yes,no,cellular,mar,mon,154.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,yes,0
27701,28,technician,single,university.degree,no,no,cellular,mar,mon,142.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,no,0
27702,31,admin.,single,university.degree,yes,no,cellular,mar,mon,145.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,no,0
27703,38,admin.,single,university.degree,yes,no,cellular,mar,mon,69.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,no,0
27704,44,blue-collar,single,professional.course,no,no,cellular,mar,mon,239.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,yes,0
27705,28,technician,single,university.degree,yes,yes,cellular,mar,mon,54.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,no,0
27706,30,management,married,university.degree,yes,no,cellular,mar,mon,170.0,3,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,no,0
27707,26,admin.,married,university.degree,yes,no,cellular,mar,mon,175.0,5,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,yes,0
27708,28,technician,single,university.degree,yes,no,cellular,mar,mon,120.0,3,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,yes,0
27709,26,student,single,basic.9y,yes,no,cellular,mar,mon,59.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,no,0
27710,28,technician,single,university.degree,no,no,cellular,mar,mon,56.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,no,0
27711,26,student,single,basic.9y,yes,no,cellular,mar,mon,1447.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,yes,0
27712,26,admin.,married,university.degree,yes,no,cellular,mar,mon,76.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,no,0
27713,70,retired,divorced,basic.4y,yes,no,cellular,mar,mon,187.0,3,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,yes,0
27714,28,technician,single,university.degree,yes,no,cellular,mar,mon,131.0,12,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,no,0
27715,61,admin.,married,university.degree,yes,no,cellular,mar,mon,136.0,6,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,no,0
27716,26,student,single,basic.9y,no,yes,cellular,mar,mon,889.0,4,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,no,0
27717,48,admin.,married,basic.6y,yes,no,telephone,mar,mon,382.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,yes,0
27718,26,student,single,basic.9y,yes,no,cellular,mar,mon,294.0,3,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,yes,0
27719,30,management,married,university.degree,no,no,telephone,mar,mon,88.0,3,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,no,0
27720,31,admin.,single,university.degree,no,yes,telephone,mar,mon,39.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,no,0
27721,28,admin.,single,high.school,yes,no,cellular,mar,tue,143.0,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.7990000000000002,5099.1,yes,0
27723,66,technician,married,professional.course,yes,no,cellular,mar,tue,83.0,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.7990000000000002,5099.1,yes,0
